City Name,Latitude,Longitude,Elevation (m),Temperature (°C),Land Cover,Population Density (people/km²),Energy Consumption (kWh),Air Quality Index (AQI),Urban Greenness Ratio (%),Health Impact (Mortality Rate/100k),Wind Speed (km/h),Humidity (%),Annual Rainfall (mm),GDP per Capita (USD),Cluster
City_19,58.97361095866478,-130.91608689203255,1577.489991523548,6.311674977159957,Urban,18766,57496.89609336073,312,1.0,35.15147933193466,0.2,59.612460975567565,1510.8974504721357,11591.944239323782,0
City_20,23.699591841971667,67.03663681301819,877.9847126982445,23.297884154487186,Green Space,2983,15683.977579263876,40,57.2267316172864,5.686966003971417,10.516731879454364,54.724456002672746,1330.596883328525,30077.674906314303,3
City_21,46.455793215367294,-24.91228871790696,468.7895533268595,23.709311731091127,Industrial,8249,29631.263525373623,190,1.0,22.72054309182944,9.069916921934356,48.35353594576121,1268.3706093141172,27540.501034043835,1
City_22,-26.185325736623696,156.46050372803114,392.79279961804593,25.251883061486,Green Space,1000,7378.784780153092,5,62.251682402324754,0.5,12.750128127937655,65.85704274996876,1633.3477810612346,18242.47879216327,2
City_23,84.7256443910826,167.4349807028034,108.76724034235212,15.590424645803363,Industrial,6312,21431.46830299544,147,1.0,18.95280876477721,9.033289916934386,52.028628404402845,1149.680982025541,16173.115426064598,1
City_24,70.76180183799559,96.35070792598236,1177.7895645398266,9.70563311468325,Urban,11360,36196.40546997546,199,5.174471207225755,30.09421129797708,3.5996761237298296,53.403489421885375,1200.6737961853012,34101.30248463561,0
City_25,50.10902947327713,-92.70188506708732,153.08170208839343,16.576764287433313,Green Space,3611,16564.72743257822,86,56.04112131424917,19.68110722779724,11.24470812484918,55.36567667633669,1334.2826156181538,11513.986596928004,3
City_26,-54.96503258664583,77.75268508942787,1516.0693971713283,13.67752959958981,Industrial,22627,60000.0,370,1.0,49.10266197275629,0.2,48.08952458180769,1371.2861587366244,11787.613413314468,0
City_27,-5.990219329133851,-172.64816965258,286.7507792777725,33.71632172331755,Urban,6873,28401.19275194124,181,5.757431791059542,28.4621000973066,7.8352881428619,62.89091266515103,1700.6698997177946,14428.417483279762,1
City_28,-82.11532215829882,117.5041810110214,320.1784841973279,10.116514532159709,Water,2935,13025.928946079835,51,31.79902785714571,16.14203838993625,14.1789261833603,77.56266771046263,1812.553004000559,5725.956152271255,2
City_29,-62.22789142784139,-2.297315847409521,2067.8810397897755,6.140098629659375,Water,1386,18946.181696622363,59,21.32728793397773,20.31966660929766,14.091084062993104,53.43173584646563,1265.870994368482,65504.98773365898,3
City_30,32.94881158364183,157.2262739586671,1115.526061013163,16.51152788824517,Green Space,1418,12858.591264213366,10,70.07723913869751,2.414851813816693,5.29346355884698,72.26637423075364,1404.4528499200687,10738.336047498648,3
City_31,44.0571880634071,-44.006385122652574,659.4888087443018,13.766013761259533,Green Space,1015,16754.80191433564,13,63.44602401366945,2.4407481698563824,17.08640463923717,71.07788918946379,1741.1666645884998,38563.94300717748,2
City_32,84.1517518381578,-85.25750238581605,1937.255562136768,-4.303281123404385,Green Space,3179,12092.967884067291,22,59.79202470283222,11.021311883669792,13.092405393631015,50.18943783194364,1336.599080399354,25759.386192336333,3
City_33,-31.35143553513265,178.22028195217416,567.5203323907153,27.80416406714585,Industrial,6678,30680.30798557347,172,1.0,23.079136535597744,12.020648692597566,54.57150357852261,1564.0295223997057,27090.60378595257,1
City_34,-23.317252913723607,11.044033744347075,410.0701425297565,30.87077298178737,Urban,10270,40254.353105320406,211,1.0,31.55469750167016,1.203315667813392,60.88745820628142,1862.5889333628868,54878.12106715341,0
City_35,-5.479953970354572,130.7457152677577,707.2767360665059,27.40707263411801,Green Space,1534,12376.54509893931,32,54.90236846270199,4.463971466660938,9.08014008375572,68.73430739575882,2547.7767733267115,28252.920427130088,2
City_36,-55.895155364828575,147.98057904756314,1235.096000098158,4.840031115347152,Green Space,1777,10535.983899733355,27,64.3673464844352,13.503351210958837,10.653124261598482,55.848880636360775,1381.231445419258,21352.496011446863,3
City_37,-66.61412903961511,6.648736601312407,191.94463687054483,16.021400076008778,Industrial,7217,30517.61476160785,193,1.0,25.326716257741715,9.099147774305887,53.82547034750959,1252.779058500227,49846.10117587454,1
City_38,-4.373113279331932,-15.942986813092432,313.63075990411187,31.005737894962216,Water,1469,6915.683673056021,73,25.95992959278456,12.338688228707737,13.040918913071629,82.45644228365035,2308.472983057821,6748.1387423268,2
City_39,-49.15631717084086,19.038943718046056,246.36569188893185,20.68606499396309,Industrial,2807,20257.77559735574,118,4.817894741664971,21.71743047192474,17.251909963361147,40.833834633430406,1058.6310351976242,44423.558049538704,1
City_40,30.566519042851866,125.18622103730904,209.19390741756172,32.33146260499676,Industrial,3302,12626.50456953486,134,2.0214182169651367,26.3547991934145,13.538846293387692,53.31677744014055,1271.659632935569,23203.33718544397,1
City_41,-11.312654602980473,167.27768337628788,521.3973866182017,32.55028021887531,Industrial,2906,14069.728100446337,126,3.2707051694008333,23.60263417677761,10.981089275891094,57.899800021572375,1753.6497841019402,21027.914640236493,1
City_42,59.88207529041074,-61.80404062690218,204.83140151999373,11.64109148689754,Green Space,1638,12325.561222610431,33,64.63114777567161,15.182506678103264,12.229803690546351,54.90684382240067,961.099644852616,19231.815809328637,3
City_43,36.04771836040484,85.90693756314482,92.89959061135366,31.10181712187096,Urban,6233,23620.57758610935,147,1.5208895578717232,23.32003177897157,7.376506747962827,48.6963444038139,1516.8804438050165,26754.54803841962,1
City_44,-33.77400455123261,-77.2651881756146,311.341123244076,25.4265787652884,Industrial,9326,36983.70056596425,220,1.0,27.246899887391823,3.678560574415297,53.95878677506981,1487.3675731484052,16750.617062780035,0
City_45,59.8067642511362,39.94309487934194,293.35276728523263,11.428853787525355,Green Space,1672,8237.644924115533,44,66.28623246513018,9.592682098473166,1.353031345878824,53.406783399073525,1700.0307058281346,12965.323148811764,3
City_46,54.85758434942434,109.7242517585774,841.5372433729269,8.857344435018101,Green Space,657,6540.711407209867,25,58.63920478233142,5.781760782901462,15.110940226596824,53.31021023174738,1110.1135675875744,22942.515133528013,3
City_47,-20.2538917745686,139.1350768780656,1160.1854426558712,28.020287074248355,Urban,7482,33571.154666534734,175,6.034503996531939,24.316836063312785,7.744934614502506,58.67366813589128,1951.677152372238,32472.43749211132,1
City_48,-38.10094129255606,-18.462173659471176,355.15067887415853,20.76274015061719,Green Space,577,5058.49282809806,5,62.41597513560527,2.9542239810750077,16.38787881619077,48.02974069089992,1525.6242899456508,20551.010603142626,3
City_49,32.849190715495595,-46.88795427627906,316.8073157939441,23.74118501779089,Water,1195,13031.117485679526,39,32.58626974093821,7.284694120176077,18.60977427007733,69.05032042441483,1392.978103366595,28694.85233785993,2
City_50,-64.84455295032424,-88.75741967608037,1990.8379237353504,5.271397805679942,Industrial,4812,23339.245702892236,152,7.971208972578952,21.905955118144213,8.99929178603025,43.937279046408925,901.4767406679832,32696.136405884023,1
City_51,-54.0165235544805,-131.96981864945246,1130.639087934832,7.630868355827832,Green Space,980,16096.684903643616,13,63.23334480609192,12.15714921952179,11.773094805476829,47.64911367518383,1325.5943289215468,31690.37034966808,3
City_52,-88.67479144481901,-48.629675288277326,774.0640851378008,5.775855150995786,Urban,21019,60000.0,309,1.0,42.82103142334748,0.2,57.576928583200974,1516.623060427233,30123.76276263745,0
City_53,51.646387950384906,133.912009709225,456.964329576848,18.687551911605706,Industrial,8404,30897.682998943503,195,1.0,27.89559337583647,2.1779949615535124,44.15574960109119,1390.152516136529,30951.889283085435,1
City_54,29.67315418656578,-29.22857416417025,1112.853363541666,25.60768963172675,Urban,7766,30489.79579909839,167,1.2650128680868835,20.226456969223484,3.3810912994682707,60.85537237365938,1371.5729578995547,25810.900264618045,1
City_55,36.92976815274032,-65.77446030796007,226.8854981075412,21.740066659214808,Water,3801,14486.912784274786,66,27.31205901202264,15.995408288653245,10.878390525755536,75.81434022385413,2310.4065161018866,6816.990590171731,2
City_56,50.53122558395421,86.08760805110933,1148.7028075459566,16.6584718323468,Urban,5805,24002.35567461107,143,1.893142751043576,23.578961743291487,7.740600162997187,54.87759631004792,1075.5416743640028,14814.460531779929,1
City_57,-7.395160403098814,-102.38959021466204,871.7285047386574,26.14344136645592,Water,1722,10740.247045436732,50,35.62646560826288,9.41858392949679,19.09877433205804,80.16203161998328,2488.3518612741145,18953.299722326807,2
City_58,12.37341527152087,-87.73675110443432,994.515384193886,33.11055204582394,Industrial,8811,29359.676738561662,196,1.0,29.87672795709606,9.452087698426668,69.2750247690066,1460.7477657741708,34586.25698211205,1
City_59,-64.83654033702166,156.92711340178886,665.3212331667008,16.189327266527346,Industrial,3632,13196.077020766948,134,1.0,12.97160529936343,3.7472835508576665,54.09791141812147,1131.6618342240945,16865.501881891498,1
City_60,-69.38458676352478,-150.62771065780197,166.88926206643706,15.544234601153152,Industrial,8166,37845.72534320919,205,1.0,33.8969598437218,10.541596740659756,49.60592967193042,1478.4943135412311,37694.49319875662,1
City_61,30.31253312228489,-30.73277511236762,233.11838323328556,30.24619108081567,Urban,10267,37833.75715361542,207,1.0370333631723607,29.2771754763169,6.40648017397285,66.32571031272565,2043.3068584748223,48384.34091390808,0
City_62,-5.202682894236148,27.630429262129557,906.3844860582616,33.34376249753874,Urban,11727,47581.36840139445,250,1.0,29.365329837541736,7.765669956726634,50.35171697994701,2106.374028564941,73660.22243979484,0
City_63,11.742499166613982,-97.106142378742,839.5113081882496,31.83719157499712,Industrial,13472,45497.21328142688,251,1.0,37.31670812588948,5.974954854288723,69.84133246548217,1878.1235022019468,31153.76495691439,0
City_64,47.699794334884615,-78.83550567550091,388.3892942990294,14.388333704558583,Green Space,1841,7552.745036533791,18,68.76655402531557,2.363215354060894,4.198290374750239,57.8680747005401,1118.446375646948,15260.539115320937,3
City_65,24.249297600106345,-100.1356686904808,381.6572510236071,26.13377844568555,Green Space,1588,14257.844639924151,31,56.4621621483019,8.95368115180842,11.839919592060983,61.40473260239504,1903.65963837045,27283.335163973145,2
City_66,9.644292118439251,-55.73319405816902,1370.417305611135,23.9705020665106,Water,1020,10310.05784764366,27,32.336648744712484,10.325853934234608,22.273711515043107,62.75935646205927,1823.3035208387205,34738.18706331294,2
City_67,10.657288934174431,143.4620718282414,600.8385313089177,29.694312014531608,Urban,9893,31396.86851920858,193,1.0,30.08615938303814,1.3168286824113844,66.95630244971932,2265.405402305042,9642.511516007193,0
City_68,-35.2889823487298,-24.628555234200576,296.7337284021506,20.68147033568945,Green Space,1209,11389.154674267427,34,59.01877869912959,5.822605678028619,7.577242677360808,59.289356302826086,1757.6759546354324,42456.66705063263,3
City_69,-84.4527897777709,-29.58155405156458,1523.6963829356782,5.674459340589657,Urban,8515,32396.30694397818,176,1.0,27.589917166086128,0.2,52.36633878822706,1426.4093595337745,16655.439371198034,1
City_70,-11.390869938174774,-40.83088313721984,1428.2503104621076,28.923945426700588,Industrial,4849,26313.276520718355,173,1.0,30.136307474327147,7.288795712137362,50.93449023836104,1441.7215329323333,24604.065017569086,1
City_71,-51.37475889248474,167.08166169752673,599.985283477494,15.949141512503097,Urban,11228,31916.73246909013,210,1.0,29.07544076186315,0.2,51.25915610593288,1113.3938370501928,12501.965636726352,0
City_72,-16.464844129565492,-137.77220296086637,698.3452885614465,25.535815026896376,Water,1281,14455.316334069565,33,29.346508709482872,12.577384992718503,12.789077636853287,67.80959200407798,1941.137899415099,39590.713541436126,2
City_73,63.61255318826992,133.8751515381719,1133.397185253852,11.510340000049794,Industrial,6601,22940.5352613938,151,1.0,20.021516066714963,9.02511006355732,40.03468584026251,1158.6617226618591,7929.708667671034,1
City_74,-47.89089254423867,-62.22201561792883,953.3107054267574,17.311469557051016,Industrial,3755,23499.863621416567,150,2.382548444500877,22.988633366004528,13.0098803290488,52.33057985298247,1797.677516309012,21276.915539153517,1
City_75,-79.50550649596812,164.34417301392722,160.84240970847944,9.59488105291389,Urban,4006,22770.99167225261,152,3.351636584326245,24.63531508930552,1.8358709748347897,65.56902932441969,1650.04139734248,16718.89861207939,1
City_76,-39.35089943604062,-66.51819135228283,1557.947236583701,15.727948286230667,Industrial,5145,28480.942375422102,172,1.0,17.9204361774321,7.073503191014222,52.996375131096485,1494.5406124817964,33890.30132890988,1
City_77,-37.15312360199695,-150.16522922772464,129.57943731369977,27.13172876908953,Urban,11089,37608.627092669165,211,1.0,25.53588919519125,4.414825647000013,53.77030831519478,1771.973605191653,17417.46885577843,0
City_78,29.14497265084111,7.215078366905715,833.590476899518,21.329386741616894,Green Space,1057,5872.854415464193,5,61.67035815164597,3.625316684968717,10.846223746580597,60.12435650582116,1368.131537797425,43657.98929114383,3
City_79,10.265787421430105,-97.96839144843229,198.74105349064428,24.80057563469661,Green Space,1595,9773.951301556035,18,69.58584797269337,7.938009530031437,14.24066539832325,46.423255439124574,1741.8131472215057,18762.988344437454,3
City_80,51.10167763915442,91.07633357041531,951.999186604848,20.80783708165876,Urban,7644,26494.77109721837,145,1.0,13.06972222454889,10.621566296122232,66.11285918599887,1316.4892061768355,30744.598647916828,1
City_81,29.57643725892976,56.63002259806359,326.9007534671731,27.126283589457778,Urban,5648,23308.48008587805,139,3.757924704521615,25.711590182994307,12.154284037520297,55.76314110712649,1684.247290847322,32331.468677939065,1
City_82,-16.8503649407873,67.12889685205562,346.9156068734912,33.448824973557315,Urban,11565,36813.205458023,205,1.0,38.75598422280076,6.03224548285064,63.94871564613104,2127.446425492481,27223.412079833408,0
City_83,56.52366923988623,-110.3437841001708,1088.302578618578,15.80336617575952,Industrial,4476,18222.613921160824,116,7.195697406685702,20.03626205121604,8.309700149384716,49.92063515014532,1327.9649503137514,29621.88135678876,1
City_84,-59.944874416613295,75.10689535865058,198.63119551891887,15.458863915371396,Urban,10653,41917.86273876332,210,1.0,25.966344517920387,3.5705675863542643,60.32486481314803,1010.8745947262552,9183.407313589145,0
City_85,-85.91182683590512,-67.92083028707856,387.7876516038348,8.848059694436433,Urban,4665,19850.16461269007,112,6.539469388416826,20.07249182101233,11.61523927293847,69.37688078792658,1809.6599840508152,16042.64862309147,2
City_86,-73.79138506038448,179.52265010162557,206.0489527105893,15.189188362368828,Urban,9571,30547.87810639585,174,1.0,18.618212112233152,2.8884519134494027,43.33269116760438,1547.2132667085282,16729.06560977831,1
City_87,40.02468310736106,83.4363587066423,659.9659317388325,21.29325809403948,Urban,11917,44923.18028995005,259,1.0,28.982081266260312,1.5072474564624558,58.90697284405094,1266.9395863549753,31680.117481291894,0
City_88,-6.862098554750276,32.54814266706461,202.35013757130852,31.862838623614724,Green Space,1757,10071.875932855017,12,61.40229547103802,1.0628811742608857,12.941523969867252,64.73118021571699,1823.956740096184,42033.23453621122,2
City_89,-60.97107977395168,132.1624005175973,782.3765432573188,3.4758388058078253,Green Space,2241,16458.0342878426,15,72.95210615254703,9.730059326030188,13.645916895345229,53.3437911768729,1572.6700130835006,25642.447167558388,3
City_90,0.1880595186054421,32.152211898993755,1415.489016477732,28.93481760203277,Urban,12034,45442.59515808606,249,1.0,45.55456132077613,4.785962128669564,57.67447226910995,1938.16734487534,18618.312436016724,0
City_91,-62.58382151162969,18.98995203919202,67.83978704391126,19.47652220298285,Industrial,6865,28657.93370097669,163,1.0,25.620839368905656,10.42021192967836,57.68868283668421,1112.8975247967617,22293.55491468152,1
City_92,35.337667513992486,-94.56638299006336,328.3171595943244,20.476806881300806,Green Space,2195,18310.381961671475,28,54.7968596009257,4.47947894407425,9.61237740150194,58.26628369474608,1238.8707936732433,26004.77386917357,3
City_93,-9.691870396674474,64.120318317153,225.23398092506727,36.99564340061376,Industrial,5071,19985.37254486387,164,1.0,19.57070432741796,8.361943478156519,57.3948991558583,1682.2662914897892,21008.538732671743,1
City_94,-21.416179302633157,-45.1280058301939,163.9290079020537,27.57012498999683,Water,2529,19192.25185236265,67,20.29079468269008,12.75489439074871,16.949310002089852,70.7190277285974,1953.5929668274368,15280.15490311644,2
City_95,-35.72782395338223,-164.49025398763308,767.0114829145427,18.887603109212566,Green Space,1515,10533.980841371313,34,56.59835241227895,11.49730622772514,7.953466935527632,56.60578895503251,1476.869170017681,11641.31402727335,3
City_96,23.45086676139992,113.7822466931848,701.4806697915296,24.8260365838753,Green Space,3450,17681.191696836417,65,61.439175696175184,10.710548174880138,12.8028412259185,62.82441894821181,1862.8985689778945,12630.366946791162,2
City_97,-24.87373010038972,-161.32566000645292,1551.4189858500806,22.342262227981227,Industrial,6786,17582.024622851226,132,1.4732135612365207,21.640573068608283,6.961556821464539,55.676808568489086,1645.201340787097,11695.534210543658,1
City_98,-74.22301452310182,62.0280442225893,1007.3300317726356,10.352077767468192,Industrial,3365,15156.142851403316,110,4.715853328693752,26.83053430269673,9.271174241542717,44.88709029964824,1531.1449790263243,24159.224514572627,1
City_99,-68.75893761830724,-123.58047906543052,625.3202392893298,11.651506266828006,Urban,10085,34818.98773032383,194,1.0,31.437462752634136,6.301678831325488,53.72323971991851,1590.8863467422054,15510.146410273315,1
City_100,83.1415796189126,-24.27497403448902,741.3979200447988,9.300324219404695,Urban,5866,20070.79344834321,141,1.0,25.950304388316265,11.80512351580101,60.87892326033701,1153.7898764449835,31150.21155794883,1
City_101,73.54452432736926,129.27299707681942,387.1059392399501,7.073224627746626,Water,2776,8952.85028087232,71,15.611189579863224,17.507214290313186,6.51104616433026,77.90945130535331,1602.5587145929755,6481.138389686346,2
City_102,35.947284085934925,-146.0089623189072,759.8710274789172,22.18499237369884,Water,2798,17230.67729676451,82,19.708160876020777,10.1225930920009,10.251294677800576,79.65107370664121,2101.7894073360217,14106.863014747129,2
City_103,-42.14340693728648,60.17424427894352,131.1518981632893,15.199045382714775,Water,1521,11837.437521457694,52,22.58861418462197,15.86774792515664,20.19374606259605,79.85859867131516,1862.090347654013,19962.103250502645,2
City_104,84.4517479225903,40.542747294990704,536.0112101237265,7.783011145064133,Industrial,3761,19323.922563432883,124,1.0,27.500350187592318,11.697837836682844,51.33170819344262,1156.0247336511031,24162.13904924977,1
City_105,50.17516271384304,132.31070868826538,851.8752563664384,17.57487418963278,Water,2123,19045.224074572747,79,28.126799428525224,7.842998113902877,13.96384502662316,74.36010593516768,1564.4337205838622,22960.209217234427,2
City_106,39.0402340486192,-117.81544632333598,513.5672234897356,19.69760409780809,Green Space,999,11342.04719440357,14,61.56763451713344,10.04855110767846,11.672796010516068,59.94203742586916,1690.011362861535,37653.738696075074,3
City_107,-9.11492961411804,107.92350166888974,339.75018182137666,32.905077544557166,Industrial,4114,25184.175990642547,152,9.751220726408018,27.74293959878311,11.919656201079718,52.851877625002686,1650.631650084015,49800.71647617793,1
City_108,-40.99651886787137,-17.95636917312183,647.1627581014409,16.49040248342142,Water,1593,11617.135672379554,28,39.14415252343409,4.086125370181314,22.256397105164098,68.5596975478728,1878.0739327928416,28299.84826822812,2
City_109,-72.64962681237013,-25.688191502431607,295.8445562113487,8.211292876400261,Water,2649,11261.007742338576,56,25.494360853861703,15.50204085075348,13.732712953428896,66.80180188121274,1469.9155257966263,23548.929191619693,2
City_110,72.4684313778915,-49.75763369764502,488.8025886641055,12.681785796685888,Industrial,3077,15309.9831005275,104,1.0,21.11206546077692,15.422324253950068,56.20863602455721,1734.2264993204071,29551.541817505466,1
City_111,-7.960267829950013,-41.19330736946955,1077.6970643314105,24.135348633752866,Green Space,1068,10636.18495071154,15,60.713653214916086,4.807054526430888,13.630603235421042,65.81634324335928,2261.870352123079,20805.274128185112,2
City_112,-53.57459433685855,7.185465513081027,1126.2426251806628,11.796301918631464,Green Space,4415,15076.555068955422,51,57.0435987162544,18.124630043067334,5.656084670744832,54.74976019743835,1212.5241945447697,42547.32580251733,3
City_113,-34.92780765288255,-141.55206374755232,712.8764842546367,22.945544507366023,Green Space,3614,17091.78592170861,44,63.00887664167831,12.952887816043852,7.401054777034127,56.39010449516911,1627.7847479797445,21491.33670644264,3
City_114,14.259522409541276,-26.97628684573516,245.414368651758,34.37272463678732,Industrial,10342,38621.37532873544,222,1.0,29.374983958324517,10.63256129819844,52.42347127003113,1261.946258560728,19803.04116385976,1
City_115,-58.180899070938295,54.71323742142823,450.8713530860149,17.83023426546527,Urban,9179,31595.24243115666,154,1.0,20.00563823402045,12.150674331316312,54.46612628017933,1356.6208651075583,28900.725399503823,1
City_116,64.1905711366276,-0.6507527622067641,656.332441597588,9.20428259141539,Water,2805,8431.66424650016,60,27.10270457023737,17.480902500468346,15.120845233782273,67.06248416884625,1519.7900450669592,15240.366756768692,2
City_117,46.533515370337824,-120.3013912141358,325.3499032850059,20.772174450326368,Urban,7569,33017.7151683108,156,1.0,23.474523660166504,11.85978871353333,59.44655563841162,1008.6962939873335,51245.61913459131,1
City_118,39.50333207116861,-49.30138735501245,1842.2387516497247,18.16916287836915,Urban,2665,12565.80563461058,80,5.189423939687731,12.069903905943065,11.818171743940033,55.72045579681662,956.5848325595916,9608.459605463846,1
City_119,-12.223252840481337,-20.53379720666527,331.9074615867741,34.67688077551024,Industrial,4642,22731.820290384043,141,1.0,21.405242126623747,8.947503200606054,51.880434539432,1935.2504757380495,12461.676880298452,1
City_120,22.91559132643978,60.794933267868544,622.8102943022128,32.61298862941407,Industrial,4848,22268.951760213604,126,1.0,16.787044993043597,9.84967149980072,51.47479119579499,1438.9726145162017,40222.922658193376,1
City_121,15.1376344042924,144.27587611349918,1176.3911448290726,27.359685900498217,Urban,9115,28534.80993182932,190,1.0,26.137786860282684,0.9534719454338888,58.84225610486133,1715.0434966942346,53960.94147403523,1
City_122,26.9723882798676,18.13518453161464,1645.9854831307002,22.716093088795315,Urban,11185,43704.07104528816,227,1.0,25.61083475433792,4.204784506439303,59.84371579686685,1458.2398196261768,65719.2805297477,0
City_123,-74.80002219481996,63.49252612225109,240.3792762063236,6.256109211999585,Water,4204,20234.11757239734,91,23.77580765108461,15.535637253804984,12.374801040189674,65.07614281172573,1798.406237231348,16374.31107568741,2
City_124,-15.154667609290271,-152.2117348418144,135.63882659812626,35.012940455365005,Industrial,6086,19154.92080652766,168,2.30899727717919,26.554166420212397,12.356490902912736,47.78679189796017,1133.9078844672058,21017.63212548528,1
City_125,-82.50944870485935,163.60813056513354,706.4421923012314,4.73637611304255,Water,1273,3716.470212136248,15,30.326285827316813,18.75354471003553,17.233083465882007,60.17587507690949,1617.6025681589415,26274.378020915417,3
City_126,-1.081652535986592,-66.52487147201175,1991.0802919746009,20.14313483284559,Water,1831,13602.660466556135,28,37.78963514599669,2.2911996358851,14.953865668186888,74.66742516510338,2859.19807573429,28205.68084644216,2
City_127,-30.624981780098643,-52.45497011234829,159.7610180446943,30.544237862512563,Industrial,8017,35339.32416878581,204,1.0,27.546149286744257,11.642838196892384,57.11817502810742,1260.1057531544232,39723.58240004425,1
City_128,-63.98564600411156,-99.77659896905546,464.7864524465925,16.35791031933499,Industrial,5705,22387.78540005344,169,1.0,21.73125572049584,2.53067472321837,47.56903928601373,983.19882788401,28215.481415482976,1
City_129,-71.38746580994071,-149.5187741644023,752.8495356702573,7.65151168830678,Urban,6269,32026.96114454722,136,8.964266171992705,21.946509686031124,4.424663480146768,49.2325306022948,1342.455997094547,91685.71128683838,1
City_130,15.776022991988173,104.41684445106642,644.4155991582727,24.942625456206365,Water,2532,11252.339077723682,28,26.472189374634794,11.31093379234924,20.53691766230897,64.026628342635,1902.8756477413249,40882.80412982411,2
City_131,-59.2932656633605,-93.42357058577778,841.7231585720035,8.393267054671623,Green Space,897,7710.473701895906,6,71.18192148482197,5.25841497897423,14.02880122352142,47.45155339591411,906.843888153238,42995.83371038544,3
City_132,76.5216213078235,-78.23241527568729,1488.7334198870708,0.3276766238410686,Water,1347,10034.656387998317,44,32.06374747662261,15.786584423918589,9.856649050474225,63.18094222773048,1363.5314920863552,13656.67746217157,3
